schedule,seed,event_count,declared_horizon,last_event_time,failures,first_failure_event,n_f,mean_collision_burden,peak_collision_burden,damage_auc,peak_damage,final_event_damage,adjacent_conflict_count,conflicting_pair_count
random_sparse_a,6290,20,69,69,3,10,10,0.6783892726,2.3778967382,7.7430137774,0.837295158,0.6739905107,0,55
random_sparse_b,6290,20,69,69,2,10,10,0.7119385998,2.9480792677,8.1713198246,1.0365009431,0.5213775138,0,55
ulam_spaced,6290,20,69,69,2,10,10,0.565037579,1.8144645708,6.745062553,0.7183637954,0.2915426099,0,55
conflict_aware,6290,20,69,69,1,10,10,0.5405042732,1.324166706,6.7890180912,0.5533617434,0.3147068047,0,55
clustered,6291,20,69,20,7,11,11,2.8164854288,8.9854577898,39.3604850985,4.7576713981,4.7576713981,6,69
random_sparse_a,6291,20,69,69,4,14,14,0.9034716207,3.4293671639,9.0557460681,0.9155235663,0.9155235663,6,69
random_sparse_b,6291,20,69,69,3,14,14,0.8183432991,3.2931367808,9.0518467507,0.9309818,0.5881152329,6,69
ulam_spaced,6291,20,69,69,3,14,14,0.9228456961,2.9025039914,9.6524350922,0.8640102277,0.3394089119,6,69
conflict_aware,6291,20,69,69,3,14,14,0.7162708746,2.1308658714,8.3943500803,0.7210705421,0.3647649055,6,69
clustered,6292,20,69,20,3,16,16,3.0349258332,6.627761453,41.4323459722,5.1418582483,5.1418582483,4,79
random_sparse_a,6292,20,69,69,1,16,16,0.8578078316,3.054556937,9.0549147918,0.8709696802,0.5721181215,4,79
random_sparse_b,6292,20,69,69,2,16,16,0.9051424428,3.0669555632,9.3939982874,0.905629457,0.5529224258,4,79
ulam_spaced,6292,20,69,69,2,16,16,1.0215952542,3.1114222463,10.3488520753,0.9997532213,0.4775167198,4,79
conflict_aware,6292,20,69,69,1,16,16,0.8791182064,1.8221707743,10.1436645493,0.8541669091,0.3200249281,4,79
clustered,6293,20,69,20,10,4,4,3.4423224923,8.5884414559,47.0470285622,5.6999321546,5.6999321546,7,87
random_sparse_a,6293,20,69,69,3,12,12,1.2007227657,3.9092763565,10.8727771054,1.2252235958,1.2252235958,7,87
random_sparse_b,6293,20,69,69,3,12,12,1.2094154659,4.5717570392,10.7136583634,1.6453833437,1.6453833437,7,87
ulam_spaced,6293,20,69,69,4,4,4,1.2298531569,3.4949784327,12.7035459491,1.0058030792,0.6027144388,7,87
conflict_aware,6293,20,69,69,6,4,4,1.2028717266,2.375,14.1065788377,1.1155017705,0.3650639091,7,87
clustered,6294,20,69,20,5,10,10,2.9393663519,7.6908921515,49.6722319853,4.2382193353,4.1459848002,4,67
random_sparse_a,6294,20,69,69,2,15,15,0.7386349428,2.9688927992,8.4259992356,0.6799802802,0.635569411,4,67
random_sparse_b,6294,20,69,69,2,15,15,0.7541712701,2.9514954872,9.3525071004,0.9071660249,0.6228197024,4,67
ulam_spaced,6294,20,69,69,0,,21,1.0552552784,4.590913556,12.324438435,1.1127094596,0.1986521642,4,67
conflict_aware,6294,20,69,69,1,20,20,0.6920814402,1.5,8.2145408207,0.6168933449,0.5460662949,4,67
clustered,6295,20,69,20,2,11,11,2.2203482727,6.0639277336,35.6061168066,3.5372495316,3.5372495316,6,61
random_sparse_a,6295,20,69,69,0,,21,0.6313433955,1.9370353869,7.5645717346,0.6367829675,0.4049733616,6,61
random_sparse_b,6295,20,69,69,0,,21,0.8657175089,3.7928423705,9.9338157838,1.2613515747,0.2820329847,6,61
ulam_spaced,6295,20,69,69,0,,21,0.8104070194,3.0643831004,8.8478541433,0.9124242594,0.2980713249,6,61
conflict_aware,6295,20,69,69,0,,21,0.6257287972,1.2478327045,7.1368200722,0.5541617319,0.537250372,6,61
clustered,6296,20,69,20,2,16,16,2.5421143182,6.9004982396,39.7368406523,4.0055191479,4.0055191479,7,56
random_sparse_a,6296,20,69,69,1,16,16,0.9352301319,3.3176072662,10.1753554487,1.0064100917,0.5661647489,7,56
random_sparse_b,6296,20,69,69,0,,21,1.1089162448,3.4949784327,11.3615443649,1.0505940084,1.0128315186,7,56
ulam_spaced,6296,20,69,69,0,,21,0.9064550505,4.0146759764,11.280377299,0.9163742325,0.2311781486,7,56
conflict_aware,6296,20,69,69,0,,21,0.6817477803,1.6649384888,8.7616727804,0.6858902787,0.4005462964,7,56
