run_family,mode,schedule,seed,cycle,event_id,amplitude,target,truth_delta,applied_delta,application_outcome,difficulty,correction_required,correction_success,checkpoint,checkpoint_failed,unsafe_attempt,first_failure_this_cycle,failed_by_cycle,failed_before_cycle,config_accuracy,requirement_accuracy,invariant_failure_count,invariant_failures,known_dependency_count,unresolved_dependency_count,unresolved_dependencies,contradiction_count,retry_count,repair_succeeded,repaired_invariant_count,repaired_field_count,representation_tokens,total_tokens,context_pressure,handoff_loss,kappa,kappa_star_0,phi_star,phi_base,epsilon,delta_hol,vkd,damage_D,kappa_star_eff,vkd_f,subcritical_failure
primary,persistent_history,randomized,2424,20,s2424-e10,medium,token_capacity,-2,2,reversed,0.72,1,0,1,1,1,0,1,1,0.25,0.16666667,0,,22,6,handoff_depth|history_overflow|latency_floor|retry_demand|risk_tolerance|token_capacity,8,4,0,0,0,256,5362,1.5,0.0,0.8,0.75,0.64166667,0.99811343,0.83214762,0.57901404,-0.05833333,1.0,0.0,-0.8,0
primary,prose_summary,randomized,2424,1,s2424-e14,high,risk_tolerance,3,3,correct,0.257236,0,0,0,0,0,0,0,0,1.0,1.0,0,,6,0,,0,0,0,0,0,234,197,0.79545455,0.72727273,0.73681818,0.75,0.6,0.99811343,0.0,0.0,-0.1,1.0,0.0,-0.73681818,0
primary,prose_summary,randomized,2424,2,s2424-e17,high,token_capacity,3,3,correct,0.35571869,0,0,0,0,1,1,1,0,0.91666667,1.0,0,,6,0,,0,0,0,0,0,234,470,0.79545455,0.72727273,0.73681818,0.75,0.58333333,0.99811343,0.06909635,0.02083333,-0.11666667,1.0,0.0,-0.73681818,1
primary,prose_summary,randomized,2424,3,s2424-e18,low,token_capacity,-1,-1,correct,0.24828509,0,0,0,0,1,0,1,1,0.91666667,0.83333333,0,,6,1,latency_floor,1,0,0,0,0,234,729,0.79545455,0.72727273,0.55181818,0.75,0.54166667,0.99811343,0.05025189,0.01515152,-0.15833333,1.0,0.0,-0.55181818,0
primary,prose_summary,randomized,2424,4,s2424-e01,high,latency_floor,-105,-210,duplicated,0.33181669,0,0,0,0,1,0,1,1,0.83333333,0.83333333,0,,6,1,latency_floor,2,0,0,0,0,234,1002,0.79545455,0.72727273,0.80681818,0.75,0.525,0.99811343,0.12439298,0.0508658,-0.175,1.0,0.0,-0.80681818,0
primary,prose_summary,randomized,2424,5,s2424-e09,medium,latency_floor,-70,-70,correct,0.33876309,1,0,1,1,1,0,1,1,0.83333333,0.66666667,0,,6,0,,3,1,1,0,2,234,1278,0.79545455,0.72727273,0.70181818,0.75,0.48333333,0.99811343,0.08504174,0.03726036,-0.21666667,1.0,0.0,-0.70181818,0
primary,prose_summary,randomized,2424,6,s2424-e00,low,latency_floor,35,35,correct,0.33599669,0,0,0,0,0,0,1,1,0.91666667,0.83333333,0,,6,1,memory_horizon,4,1,0,0,0,234,1537,0.79545455,0.72727273,0.62681818,0.75,0.54166667,0.99811343,0.03454817,0.01041667,-0.15833333,1.0,0.0,-0.62681818,0
primary,prose_summary,randomized,2424,7,s2424-e08,high,handoff_depth,-3,-3,correct,0.40792309,1,0,0,0,1,0,1,1,0.83333333,0.83333333,1,checkpoint_within_handoff_window,6,1,memory_horizon,4,1,0,0,0,234,1820,0.79545455,0.72727273,0.83681818,0.75,0.525,0.99811343,0.28163554,0.09375,-0.175,1.0,0.0,-0.83681818,0
primary,prose_summary,randomized,2424,8,s2424-e02,high,retry_demand,3,3,correct,0.36708829,0,0,0,0,1,0,1,1,0.83333333,0.83333333,1,checkpoint_within_handoff_window,6,1,memory_horizon,4,1,0,0,0,234,2093,0.79545455,0.72727273,0.83681818,0.75,0.525,0.99811343,0.31043821,0.11904762,-0.175,1.0,0.0,-0.83681818,0
primary,prose_summary,randomized,2424,9,s2424-e12,low,retry_demand,-1,-1,correct,0.33713669,0,0,0,0,1,0,1,1,0.75,0.83333333,1,checkpoint_within_handoff_window,6,1,memory_horizon,4,1,0,0,0,234,2352,0.79545455,0.72727273,0.62681818,0.75,0.50833333,0.99811343,0.31308895,0.14444444,-0.19166667,1.0,0.0,-0.62681818,0
primary,prose_summary,randomized,2424,10,s2424-e11,low,token_capacity,1,0,missed,0.31705749,0,0,1,1,1,0,1,1,0.58333333,0.5,1,checkpoint_within_handoff_window,6,0,,6,2,1,1,5,234,2611,0.79545455,0.72727273,0.69681818,0.75,0.39166667,0.99811343,0.32008074,0.16127946,-0.30833333,1.0,0.0,-0.69681818,0
primary,prose_summary,randomized,2424,11,s2424-e15,medium,latency_floor,70,0,missed,0.44846909,0,0,0,0,0,0,1,1,1.0,0.83333333,0,,6,1,latency_floor,7,2,0,0,0,234,2877,0.79545455,0.72727273,0.79681818,0.75,0.55833333,0.99811343,0.0,0.0,-0.14166667,1.0,0.0,-0.79681818,0
primary,prose_summary,randomized,2424,12,s2424-e04,high,risk_tolerance,3,6,duplicated,0.44801309,0,0,0,0,0,0,1,1,0.83333333,0.66666667,0,,6,2,latency_floor|risk_tolerance,8,2,0,0,0,234,3150,0.79545455,0.72727273,0.90681818,0.75,0.48333333,0.99811343,0.01967018,0.00867647,-0.21666667,1.0,0.0,-0.90681818,0
primary,prose_summary,randomized,2424,13,s2424-e06,low,latency_floor,-35,0,missed,0.41977909,0,0,0,0,0,0,1,1,0.83333333,0.66666667,0,,6,2,latency_floor|risk_tolerance,9,2,0,0,0,234,3409,0.79545455,0.72727273,0.69681818,0.75,0.48333333,0.99811343,0.01967018,0.00867647,-0.21666667,1.0,0.0,-0.69681818,0
primary,prose_summary,randomized,2424,14,s2424-e19,medium,risk_tolerance,2,0,missed,0.43243309,0,0,0,0,0,0,1,1,0.83333333,0.66666667,0,,6,2,latency_floor|risk_tolerance,10,2,0,0,0,234,3675,0.79545455,0.72727273,0.79681818,0.75,0.48333333,0.99811343,0.00632647,0.00279304,-0.21666667,1.0,0.0,-0.79681818,0
primary,prose_summary,randomized,2424,15,s2424-e05,medium,token_capacity,-2,0,missed,0.45840989,0,0,1,1,1,0,1,1,0.66666667,0.5,0,,6,0,,11,3,1,0,4,234,3941,0.79545455,0.72727273,0.79681818,0.75,0.40833333,0.99811343,0.09449794,0.04512108,-0.29166667,1.0,0.0,-0.79681818,0
primary,prose_summary,randomized,2424,16,s2424-e03,medium,latency_floor,-70,0,missed,0.46712709,1,0,0,0,0,0,1,1,1.0,0.83333333,0,,6,1,latency_floor,12,3,0,0,0,234,4217,0.79545455,0.72727273,0.79681818,0.75,0.55833333,0.99811343,0.0,0.0,-0.14166667,1.0,0.0,-0.79681818,0
primary,prose_summary,randomized,2424,17,s2424-e16,low,handoff_depth,-1,-1,correct,0.32406469,0,0,0,0,0,0,1,1,0.91666667,0.83333333,0,,6,1,latency_floor,12,3,0,0,0,234,4476,0.79545455,0.72727273,0.67681818,0.75,0.54166667,0.99811343,0.04606423,0.01388889,-0.15833333,1.0,0.0,-0.67681818,0
primary,prose_summary,randomized,2424,18,s2424-e07,high,retry_demand,-3,0,missed,0.44257149,0,0,0,0,1,0,1,1,0.66666667,0.66666667,0,,6,2,latency_floor|retry_demand,13,3,0,0,0,234,4749,0.79545455,0.72727273,0.90681818,0.75,0.45,0.99811343,0.84861328,0.41695011,-0.25,1.0,0.0,-0.90681818,0
primary,prose_summary,randomized,2424,19,s2424-e13,low,handoff_depth,1,1,correct,0.35045189,0,0,0,0,1,0,1,1,0.75,0.66666667,0,,6,2,latency_floor|retry_demand,13,3,0,0,0,234,5008,0.79545455,0.72727273,0.67681818,0.75,0.46666667,0.99811343,0.85394305,0.40306122,-0.23333333,1.0,0.0,-0.67681818,0
primary,prose_summary,randomized,2424,20,s2424-e10,medium,token_capacity,-2,-2,correct,0.43860429,1,0,1,1,1,0,1,1,0.58333333,0.66666667,0,,6,0,,13,4,1,0,5,234,5284,0.79545455,0.72727273,0.77681818,0.75,0.43333333,0.99811343,0.83667517,0.46020408,-0.26666667,1.0,0.0,-0.77681818,0
primary,receipt_ancestry,randomized,2424,1,s2424-e14,high,risk_tolerance,3,6,duplicated,0.202688,0,0,0,0,0,0,0,0,0.83333333,0.83333333,0,,22,1,risk_tolerance,1,0,0,0,0,221,225,0.22833333,0.0,0.5561,0.75,0.925,0.99811343,0.02080942,0.0091653,0.1939,0.7202227987,0.209832901,-0.346267099,0
primary,receipt_ancestry,randomized,2424,2,s2424-e17,high,token_capacity,3,3,correct,0.2496828,0,0,0,0,0,0,0,0,0.83333333,0.83333333,0,,22,1,risk_tolerance,1,0,0,0,0,256,485,0.22833333,0.0,0.5361,0.75,0.925,0.99811343,0.02080942,0.0091653,0.2139,0.9469204556,0.0398096583,-0.4962903417,0
primary,receipt_ancestry,randomized,2424,3,s2424-e18,low,token_capacity,-1,-1,correct,0.153558,0,0,0,0,0,0,0,0,0.83333333,0.83333333,0,,20,3,max_retries|risk_limit|risk_tolerance,1,0,0,0,0,256,766,0.445,0.09090909,0.38055455,0.75,0.875,0.99811343,0.02080942,0.0091653,0.175,0.8387329208,0.1209503094,-0.2596042406,0
primary,receipt_ancestry,randomized,2424,4,s2424-e01,high,latency_floor,-105,-105,correct,0.24421498,0,0,0,0,0,0,0,0,0.83333333,0.83333333,0,,22,3,max_retries|risk_limit|risk_tolerance,1,0,0,0,0,256,1061,0.445,0.0,0.5751,0.75,0.925,0.99811343,0.02080942,0.0091653,0.1749,1.0,0.0,-0.5751,0
primary,receipt_ancestry,randomized,2424,5,s2424-e09,medium,latency_floor,-70,-70,missed,0.229412,1,1,1,1,0,1,1,0,0.83333333,0.83333333,0,,22,0,,1,1,1,0,2,256,1359,0.66166667,0.09090909,0.53955455,0.75,0.875,0.99811343,0.02080942,0.0091653,0.175,1.0,0.0,-0.53955455,1
primary,receipt_ancestry,randomized,2424,6,s2424-e00,low,latency_floor,35,35,correct,0.1801868,0,0,0,0,0,0,1,1,1.0,1.0,0,,20,2,max_retries|risk_tolerance,1,1,0,0,0,256,1640,0.33666667,0.09090909,0.36105455,0.75,0.95,0.99811343,0.0,0.0,0.25,0.7730433798,0.1702174651,-0.1908370849,0
primary,receipt_ancestry,randomized,2424,7,s2424-e08,high,handoff_depth,-3,-3,correct,0.26046018,1,0,0,0,0,0,1,1,1.0,1.0,0,,20,2,max_retries|risk_tolerance,1,1,0,0,0,256,1945,0.33666667,0.09090909,0.57105455,0.75,0.95,0.99811343,0.0,0.0,0.17894545,1.0,0.0,-0.57105455,0
primary,receipt_ancestry,randomized,2424,8,s2424-e02,high,retry_demand,3,3,correct,0.22392378,0,0,0,0,0,0,1,1,1.0,1.0,0,,18,2,max_retries|risk_tolerance,1,1,0,0,0,256,2240,0.33666667,0.18181818,0.58650909,0.75,0.9,0.99811343,0.0,0.0,0.16349091,1.0,0.0,-0.58650909,0
primary,receipt_ancestry,randomized,2424,9,s2424-e12,low,retry_demand,-1,-1,correct,0.20454316,0,0,0,0,0,0,1,1,1.0,1.0,0,,16,3,max_retries|memory_horizon|risk_tolerance,1,1,0,0,0,256,2521,0.445,0.27272727,0.41146364,0.75,0.85,0.99811343,0.0,0.0,0.15,1.0,0.0,-0.41146364,0
primary,receipt_ancestry,randomized,2424,10,s2424-e11,low,token_capacity,1,1,correct,0.20504575,0,0,1,0,0,0,1,1,0.91666667,1.0,0,,22,0,,1,2,1,0,1,256,2802,0.55333333,0.36363636,0.44641818,0.75,0.78333333,0.99811343,0.03070949,0.00925926,0.08333333,1.0,0.0,-0.44641818,0
primary,receipt_ancestry,randomized,2424,11,s2424-e15,medium,latency_floor,70,70,correct,0.25362,0,0,0,0,0,0,1,1,1.0,1.0,0,,13,0,,1,2,0,0,0,256,3090,0.12,0.40909091,0.47614545,0.75,0.775,0.99811343,0.0,0.0,0.075,1.0,0.0,-0.47614545,0
primary,receipt_ancestry,randomized,2424,12,s2424-e04,high,risk_tolerance,3,3,correct,0.28659382,0,0,0,0,0,0,1,1,0.83333333,1.0,0,,11,0,,1,2,0,0,0,256,3385,0.12,0.5,0.6016,0.75,0.69166667,0.99811343,0.01967018,0.00867647,-0.00833333,1.0,0.0,-0.6016,0
primary,receipt_ancestry,randomized,2424,13,s2424-e06,low,latency_floor,-35,-35,correct,0.26875,0,0,0,0,0,0,1,1,0.83333333,1.0,0,,11,0,,1,2,0,0,0,256,3666,0.12,0.5,0.3916,0.75,0.69166667,0.99811343,0.01967018,0.00867647,-0.00833333,1.0,0.0,-0.3916,0
primary,receipt_ancestry,randomized,2424,14,s2424-e19,medium,risk_tolerance,2,2,correct,0.280072,0,0,0,0,0,0,1,1,0.83333333,1.0,0,,11,1,risk_tolerance,1,2,0,0,0,256,3954,0.22833333,0.5,0.5111,0.75,0.69166667,0.99811343,0.03163237,0.0139652,-0.00833333,1.0,0.0,-0.5111,0
primary,receipt_ancestry,randomized,2424,15,s2424-e05,medium,token_capacity,-2,-2,correct,0.3143644,0,0,1,1,1,0,1,1,0.75,1.0,0,,22,0,,1,3,1,0,3,256,4242,0.22833333,0.5,0.5111,0.75,0.675,0.99811343,0.08889007,0.03777473,-0.025,1.0,0.0,-0.5111,0
primary,receipt_ancestry,randomized,2424,16,s2424-e03,medium,latency_floor,-70,-70,correct,0.270314,1,0,0,0,0,0,1,1,1.0,1.0,0,,11,0,,1,3,0,0,0,256,4540,0.12,0.5,0.4916,0.75,0.725,0.99811343,0.0,0.0,0.025,1.0,0.0,-0.4916,0
primary,receipt_ancestry,randomized,2424,17,s2424-e16,low,handoff_depth,-1,-1,correct,0.1831108,0,0,0,0,0,0,1,1,1.0,1.0,0,,11,1,handoff_depth,1,3,0,0,0,256,4821,0.22833333,0.5,0.4111,0.75,0.725,0.99811343,0.0,0.0,0.025,1.0,0.0,-0.4111,0
primary,receipt_ancestry,randomized,2424,18,s2424-e07,high,retry_demand,-3,0,missed,0.3001932,0,0,0,0,1,0,1,1,0.75,0.83333333,0,,8,2,handoff_depth|retry_demand,2,3,0,0,0,256,5116,0.33666667,0.63636364,0.70878182,0.75,0.55833333,0.99811343,0.85394305,0.40306122,-0.14166667,1.0,0.0,-0.70878182,0
primary,receipt_ancestry,randomized,2424,19,s2424-e13,low,handoff_depth,1,1,correct,0.32354767,0,0,0,0,1,0,1,1,0.75,0.83333333,0,,11,1,retry_demand,2,3,0,0,0,256,5397,0.22833333,0.5,0.4361,0.75,0.63333333,0.99811343,0.85394305,0.40306122,-0.06666667,1.0,0.0,-0.4361,0
primary,receipt_ancestry,randomized,2424,20,s2424-e10,medium,token_capacity,-2,-2,duplicated,0.3102436,1,1,1,1,1,0,1,1,0.66666667,0.83333333,0,,22,0,,2,4,1,0,4,256,5695,0.22833333,0.5,0.5561,0.75,0.61666667,0.99811343,0.84532254,0.43639456,-0.08333333,1.0,0.0,-0.5561,0
primary,fresh_ground_truth,low_to_high,2525,1,s2525-e04,low,memory_horizon,-1,-1,correct,0.0111915,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,281,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.2035344724,0.5973491457,0.3,0
primary,fresh_ground_truth,low_to_high,2525,2,s2525-e08,low,retry_demand,-1,-1,correct,0.0185925,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,562,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.2784106203,0.5411920348,0.2811920348,0
primary,fresh_ground_truth,low_to_high,2525,3,s2525-e09,low,retry_demand,-1,-1,correct,0.019722,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,843,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3059560158,0.5205329882,0.2605329882,0
primary,fresh_ground_truth,low_to_high,2525,4,s2525-e11,low,latency_floor,35,35,correct,0.0179385,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1124,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3160894005,0.5129329496,0.2529329496,0
primary,fresh_ground_truth,low_to_high,2525,5,s2525-e14,low,handoff_depth,-1,-1,correct,0.017307,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1405,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3198172644,0.5101370517,0.2501370517,0
primary,fresh_ground_truth,low_to_high,2525,6,s2525-e17,low,token_capacity,-1,-1,correct,0.010731,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1696,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3211886689,0.5091084983,0.2491084983,0
primary,fresh_ground_truth,low_to_high,2525,7,s2525-e18,low,risk_tolerance,-1,-1,correct,0.009789,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1987,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3216931804,0.5087301147,0.2487301147,0
primary,fresh_ground_truth,low_to_high,2525,8,s2525-e00,medium,latency_floor,70,70,correct,0.02445,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2275,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.4499574276,0.4125319293,0.0525319293,0
primary,fresh_ground_truth,low_to_high,2525,9,s2525-e02,medium,handoff_depth,2,2,correct,0.031947,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2563,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.4971432071,0.3771425947,0.0171425947,0
primary,fresh_ground_truth,low_to_high,2525,10,s2525-e05,medium,latency_floor,70,70,correct,0.0317235,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,2851,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5145018854,0.364123586,0.004123586,0
primary,fresh_ground_truth,low_to_high,2525,11,s2525-e07,medium,token_capacity,2,2,correct,0.0294045,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3139,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5208877862,0.3593341603,-0.0006658397,0
primary,fresh_ground_truth,low_to_high,2525,12,s2525-e13,medium,handoff_depth,2,2,correct,0.0339795,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3427,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5232370278,0.3575722291,-0.0024277709,0
primary,fresh_ground_truth,low_to_high,2525,13,s2525-e16,medium,latency_floor,70,70,correct,0.0439575,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,3715,0.0,0.0,0.36,0.75,1.0,0.99811343,0.0,0.0,0.3,0.5241012655,0.3569240509,-0.0030759491,0
primary,fresh_ground_truth,low_to_high,2525,14,s2525-e01,high,memory_horizon,-3,-3,correct,0.0393795,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4010,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.6874865232,0.2343851076,-0.2356148924,0
primary,fresh_ground_truth,low_to_high,2525,15,s2525-e03,high,latency_floor,105,105,correct,0.057354,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4305,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7475926006,0.1893055496,-0.2806944504,0
primary,fresh_ground_truth,low_to_high,2525,16,s2525-e06,high,risk_tolerance,-3,-3,correct,0.039249,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4610,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7697043907,0.172721707,-0.297278293,0
primary,fresh_ground_truth,low_to_high,2525,17,s2525-e10,high,latency_floor,-105,-105,correct,0.065523,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,4905,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7778388637,0.1666208522,-0.3033791478,0
primary,fresh_ground_truth,low_to_high,2525,18,s2525-e12,high,handoff_depth,-3,-3,correct,0.0514995,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5210,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7808313691,0.1643764732,-0.3056235268,0
primary,fresh_ground_truth,low_to_high,2525,19,s2525-e15,high,risk_tolerance,3,3,correct,0.040308,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5505,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7819322503,0.1635508123,-0.3064491877,0
primary,fresh_ground_truth,low_to_high,2525,20,s2525-e19,high,handoff_depth,3,3,correct,0.059454,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,5800,0.0,0.0,0.47,0.75,1.0,0.99811343,0.0,0.0,0.28,0.7823372418,0.1632470687,-0.3067529313,0
primary,persistent_history,low_to_high,2525,1,s2525-e04,low,memory_horizon,-1,-1,correct,0.07461,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,121,121,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.2035344724,0.5973491457,0.3,0
primary,persistent_history,low_to_high,2525,2,s2525-e08,low,retry_demand,-1,-1,correct,0.12395,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,146,267,0.0,0.0,0.26,0.75,1.0,0.99811343,0.0,0.0,0.3,0.2784106203,0.5411920348,0.2811920348,0
primary,persistent_history,low_to_high,2525,3,s2525-e09,low,retry_demand,-1,-1,correct,0.13148,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,171,438,0.01796875,0.0,0.26323438,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3097657327,0.5176757005,0.2544413205,0
primary,persistent_history,low_to_high,2525,4,s2525-e11,low,latency_floor,35,35,correct,0.12228531,0,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,196,634,0.115625,0.0,0.2808125,0.75,1.0,0.99811343,0.0,0.0,0.3,0.3424124652,0.4931906511,0.2123781511,0
primary,persistent_history,low_to_high,2525,5,s2525-e14,low,handoff_depth,-1,-1,correct,0.13272375,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,221,855,0.21328125,0.0,0.29839063,0.75,1.0,0.99811343,0.0,0.0,0.3,0.376205927,0.4678455548,0.1694549248,0
primary,persistent_history,low_to_high,2525,6,s2525-e17,low,token_capacity,-1,-1,correct,0.10353219,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,0,,0,0,0,0,0,256,1111,0.35,0.0,0.323,0.75,1.0,0.99811343,0.0,0.0,0.3,0.4202248678,0.4348313491,0.1118313491,0
primary,persistent_history,low_to_high,2525,7,s2525-e18,low,risk_tolerance,-1,-1,correct,0.11776,1,0,0,0,0,0,0,0,1.0,1.0,0,,22,1,history_overflow,0,0,0,0,0,256,1402,0.48671875,0.0,0.34760937,0.75,1.0,0.99811343,0.0,0.0,0.3,0.4692329823,0.3980752633,0.0504658933,0
primary,persistent_history,low_to_high,2525,8,s2525-e00,medium,latency_floor,70,140,duplicated,0.23600781,0,0,0,0,0,0,0,0,0.91666667,0.83333333,0,,22,2,history_overflow|latency_floor,1,0,0,0,0,256,1690,0.61171875,0.0,0.51510937,0.75,0.94166667,0.99811343,0.03685139,0.01111111,0.23489063,0.7993050409,0.1505212193,-0.3645881507,0
primary,persistent_history,low_to_high,2525,9,s2525-e02,medium,handoff_depth,2,2,correct,0.32473781,0,0,0,0,0,0,0,0,0.91666667,0.83333333,0,,22,2,history_overflow|latency_floor,1,0,0,0,0,256,1978,0.73671875,0.0,0.51760938,0.75,0.94166667,0.99811343,0.03685139,0.01111111,0.23239062,0.9252590843,0.0560556868,-0.4615536932,0
primary,persistent_history,low_to_high,2525,10,s2525-e05,medium,latency_floor,70,0,missed,0.50199781,0,0,1,0,0,0,0,0,1.0,1.0,0,,22,2,history_overflow|latency_floor,2,0,0,0,0,256,2266,0.86171875,0.0,0.58510938,0.75,1.0,0.99811343,0.0,0.0,0.16489062,1.0,0.0,-0.58510938,0
primary,persistent_history,low_to_high,2525,11,s2525-e07,medium,token_capacity,2,4,duplicated,0.52528781,0,0,0,0,1,1,1,0,0.83333333,0.83333333,0,,22,3,history_overflow|latency_floor|token_capacity,3,0,0,0,0,256,2554,0.98671875,0.0,0.63260937,0.75,0.925,0.99811343,0.07573887,0.03367003,0.11739063,1.0,0.0,-0.63260937,1
primary,persistent_history,low_to_high,2525,12,s2525-e13,medium,handoff_depth,2,0,missed,0.43453781,0,0,0,0,0,0,1,1,0.75,0.66666667,0,,22,4,handoff_depth|history_overflow|latency_floor|token_capacity,4,0,0,0,0,256,2842,1.11171875,0.0,0.68010938,0.75,0.86666667,0.99811343,0.12427309,0.06316138,0.06989062,1.0,0.0,-0.68010938,0
primary,persistent_history,low_to_high,2525,13,s2525-e16,medium,latency_floor,70,0,missed,0.69980781,0,0,0,0,0,0,1,1,0.66666667,0.5,0,,22,4,handoff_depth|history_overflow|latency_floor|token_capacity,5,0,0,0,0,256,3130,1.23671875,0.0,0.72760938,0.75,0.80833333,0.99811343,0.12582485,0.07193331,0.02239062,1.0,0.0,-0.72760938,0
primary,persistent_history,low_to_high,2525,14,s2525-e01,high,memory_horizon,-3,3,reversed,0.70803781,0,0,0,0,1,0,1,1,0.5,0.33333333,0,,22,5,handoff_depth|history_overflow|latency_floor|memory_horizon|token_capacity,6,0,0,0,0,256,3425,1.3890625,0.0,0.89003125,0.75,0.73333333,0.99811343,0.80347923,0.40905452,-0.14003125,1.0,0.0,-0.89003125,0
primary,persistent_history,low_to_high,2525,15,s2525-e03,high,latency_floor,105,0,missed,0.72,0,0,1,1,1,0,1,1,0.5,0.33333333,0,,22,5,handoff_depth|history_overflow|latency_floor|memory_horizon|token_capacity,8,1,0,0,0,256,3720,1.5,0.0,0.91,0.75,0.73333333,0.99811343,0.8093221,0.41922198,-0.16,1.0,0.0,-0.91,0
primary,persistent_history,low_to_high,2525,16,s2525-e06,high,risk_tolerance,-3,-3,duplicated,0.72,1,1,0,0,1,0,1,1,0.5,0.33333333,0,,22,5,handoff_depth|history_overflow|latency_floor|memory_horizon|token_capacity,8,1,0,0,0,256,4025,1.5,0.0,0.91,0.75,0.73333333,0.99811343,0.8093221,0.41922198,-0.16,1.0,0.0,-0.91,0
primary,persistent_history,low_to_high,2525,17,s2525-e10,high,latency_floor,-105,105,reversed,0.72,0,0,0,0,1,0,1,1,0.5,0.33333333,0,,22,5,handoff_depth|history_overflow|latency_floor|memory_horizon|token_capacity,9,1,0,0,0,256,4320,1.5,0.0,0.91,0.75,0.73333333,0.99811343,0.79797239,0.40466855,-0.16,1.0,0.0,-0.91,0
primary,persistent_history,low_to_high,2525,18,s2525-e12,high,handoff_depth,-3,-3,correct,0.72,1,0,0,0,1,0,1,1,0.5,0.33333333,0,,22,4,history_overflow|latency_floor|memory_horizon|token_capacity,9,1,0,0,0,256,4625,1.5,0.0,0.89,0.75,0.73333333,0.99811343,0.98019081,0.52290448,-0.14,1.0,0.0,-0.89,0
primary,persistent_history,low_to_high,2525,19,s2525-e15,high,risk_tolerance,3,0,missed,0.72,0,0,0,0,1,0,1,1,0.33333333,0.16666667,0,,22,5,history_overflow|latency_floor|memory_horizon|risk_tolerance|token_capacity,10,1,0,0,0,256,4920,1.5,0.0,0.91,0.75,0.65833333,0.99811343,0.98404534,0.5328168,-0.16,1.0,0.0,-0.91,0
