world,mode,seed,declared_horizon,n_f,failed,first_failure_cycle,survival_40,survival_80,survival_160,mean_active_context_tokens_40,mean_active_context_tokens_80,mean_active_context_tokens_160,peak_active_context_tokens,mean_checkpoint_accuracy_40,mean_checkpoint_accuracy_80,mean_checkpoint_accuracy_160,critical_omissions_40,critical_omissions_80,critical_omissions_160,critical_omission_rate_40,critical_omission_rate_80,critical_omission_rate_160,external_retrievals,successful_retrievals,quarantines,total_active_token_work,final_config_accuracy,final_requirement_accuracy
main,capsule_conflict_aware,7345,160,161,0,,1,1,1,579.125,623.4375,647.34375,1196,0.90625,0.953125,0.96354167,11,11,32,0.275,0.1375,0.2,22,21,0,103575,1.0,1.0
pressure_disabled_null,continuous_full_history,7345,160,161,0,,1,1,1,1349.15,2403.7375,4505.29375,8715,1.0,0.98958333,0.99479167,0,5,5,0.0,0.0625,0.03125,0,0,0,720847,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7345,160,161,0,,1,1,1,588.35,634.6125,656.79375,1142,1.0,0.98958333,0.98697917,0,5,25,0.0,0.0625,0.15625,21,20,0,105087,1.0,1.0
main,continuous_full_history,7346,160,20,1,20,0,0,0,1331.275,2396.9375,4509.88125,8742,0.71875,0.52604167,0.359375,20,60,140,0.5,0.75,0.875,0,0,0,721581,0.1666666667,0.0
main,ordinary_summary_reset,7346,160,100,1,100,1,1,0,707.275,715.4375,714.63125,1183,1.0,1.0,0.92708333,4,4,44,0.1,0.05,0.275,0,0,0,114341,1.0,1.0
main,verified_inheritance_capsule,7346,160,161,0,,1,1,1,575.925,640.6875,661.93125,1165,1.0,0.91145833,0.9375,4,24,38,0.1,0.3,0.2375,23,22,0,105909,1.0,1.0
main,capsule_conflict_aware,7346,160,161,0,,1,1,1,572.925,635.9125,656.15,1153,1.0,0.90625,0.94010417,4,24,37,0.1,0.3,0.23125,22,21,0,104984,1.0,1.0
pressure_disabled_null,continuous_full_history,7346,160,161,0,,1,1,1,1331.275,2396.9375,4509.88125,8742,1.0,0.95833333,0.96875,0,15,27,0.0,0.1875,0.16875,0,0,0,721581,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7346,160,161,0,,1,1,1,575.475,637.5375,663.25625,1149,1.0,1.0,0.98958333,0,7,19,0.0,0.0875,0.11875,22,21,0,106121,1.0,1.0
main,continuous_full_history,7347,160,40,1,40,0,0,0,1355.475,2422.9625,4521.26875,8702,0.82291667,0.58333333,0.48958333,12,52,132,0.3,0.65,0.825,0,0,0,723403,0.5833333333,0.0
main,ordinary_summary_reset,7347,160,140,1,140,1,1,0,726.475,721.4625,716.01875,1186,1.0,0.98958333,0.98177083,0,9,41,0.0,0.1125,0.25625,0,0,0,114563,1.0,1.0
main,verified_inheritance_capsule,7347,160,161,0,,1,1,1,594.675,642.9125,659.84375,1152,1.0,0.98958333,0.96875,0,9,40,0.0,0.1125,0.25,22,22,0,105575,1.0,1.0
main,capsule_conflict_aware,7347,160,161,0,,1,1,1,591.425,631.2,652.81875,1162,1.0,1.0,0.9921875,0,0,8,0.0,0.0,0.05,21,21,0,104451,1.0,1.0
pressure_disabled_null,continuous_full_history,7347,160,161,0,,1,1,1,1355.475,2422.9625,4521.26875,8702,1.0,1.0,0.98958333,12,23,36,0.3,0.2875,0.225,0,0,0,723403,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7347,160,161,0,,1,1,1,596.475,641.5625,660.49375,1152,1.0,1.0,0.98958333,12,23,36,0.3,0.2875,0.225,21,21,0,105679,1.0,1.0
main,continuous_full_history,7348,160,20,1,20,0,0,0,1354.475,2418.8375,4530.8875,8695,0.80208333,0.57291667,0.39322917,39,79,159,0.975,0.9875,0.99375,0,0,0,724942,0.3333333333,0.0
main,ordinary_summary_reset,7348,160,40,1,40,0,0,0,715.475,717.3375,713.1375,1183,0.90625,0.86979167,0.90104167,19,57,86,0.475,0.7125,0.5375,0,0,0,114102,1.0,1.0
main,verified_inheritance_capsule,7348,160,161,0,,1,1,1,584.575,639.4625,650.2625,1161,0.9375,0.95833333,0.9453125,19,32,65,0.475,0.4,0.40625,24,24,0,104042,1.0,1.0
main,capsule_conflict_aware,7348,160,161,0,,1,1,1,590.875,642.8875,654.1,1161,0.9375,0.95833333,0.96354167,19,25,45,0.475,0.3125,0.28125,23,23,0,104656,1.0,1.0
pressure_disabled_null,continuous_full_history,7348,160,161,0,,1,1,1,1354.475,2418.8375,4530.8875,8695,0.97916667,0.98958333,0.99479167,6,6,6,0.15,0.075,0.0375,0,0,0,724942,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7348,160,161,0,,1,1,1,585.925,637.4375,657.3875,1149,0.97916667,0.96875,0.984375,6,18,18,0.15,0.225,0.1125,21,21,0,105182,1.0,1.0
main,continuous_full_history,7349,160,60,1,60,1,0,0,1355.1,2409.3,4530.65,8725,1.0,0.78125,0.53125,0,31,111,0.0,0.3875,0.69375,0,0,0,724904,0.3333333333,0.0
main,ordinary_summary_reset,7349,160,80,1,80,1,0,0,716.1,710.3,707.9,1193,1.0,0.984375,0.96614583,0,1,36,0.0,0.0125,0.225,0,0,0,113264,0.8333333333,0.8333333333
main,verified_inheritance_capsule,7349,160,40,1,40,0,0,0,584.3,626.95,652.0,1199,0.97916667,0.9375,0.8984375,0,20,60,0.0,0.25,0.375,42,23,17,104320,1.0,1.0
main,capsule_conflict_aware,7349,160,40,1,40,0,0,0,578.2,617.85,650.6125,1209,0.97916667,0.921875,0.88802083,0,20,60,0.0,0.25,0.375,33,22,9,104098,1.0,1.0
pressure_disabled_null,continuous_full_history,7349,160,161,0,,1,1,1,1355.1,2409.3,4530.65,8725,0.95833333,0.97916667,0.95833333,10,10,26,0.25,0.125,0.1625,0,0,0,724904,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7349,160,40,1,40,0,0,0,586.55,639.05,660.8375,1199,0.9375,0.90625,0.90625,10,41,81,0.25,0.5125,0.50625,40,21,17,105734,1.0,1.0
main,continuous_full_history,7350,160,40,1,40,0,0,0,1328.5,2363.8375,4453.625,8625,0.97916667,0.80208333,0.54947917,3,43,123,0.075,0.5375,0.76875,0,0,0,712580,0.3333333333,0.0
main,ordinary_summary_reset,7350,160,20,1,20,0,0,0,704.5,702.3375,707.125,1176,0.89583333,0.9375,0.953125,20,40,54,0.5,0.5,0.3375,0,0,0,113140,1.0,1.0
main,verified_inheritance_capsule,7350,160,161,0,,1,1,1,577.15,623.7625,652.7125,1142,1.0,1.0,1.0,4,5,14,0.1,0.0625,0.0875,22,21,0,104434,1.0,1.0
main,capsule_conflict_aware,7350,160,161,0,,1,1,1,571.525,617.5375,644.94375,1133,0.95833333,0.97916667,0.98958333,12,17,25,0.3,0.2125,0.15625,22,21,0,103191,1.0,1.0
pressure_disabled_null,continuous_full_history,7350,160,161,0,,1,1,1,1328.5,2363.8375,4453.625,8625,1.0,1.0,1.0,0,10,10,0.0,0.125,0.0625,0,0,0,712580,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7350,160,161,0,,1,1,1,590.2,623.8125,652.0625,1142,0.82291667,0.91145833,0.95572917,20,30,30,0.5,0.375,0.1875,23,22,0,104330,1.0,1.0
main,continuous_full_history,7351,160,40,1,40,0,0,0,1299.7,2344.3625,4457.68125,8689,0.90625,0.59895833,0.3515625,10,50,130,0.25,0.625,0.8125,0,0,0,713229,0.25,0.1666666667
main,ordinary_summary_reset,7351,160,60,1,60,1,0,0,690.7,695.3625,707.43125,1183,1.0,0.91145833,0.84635417,0,25,91,0.0,0.3125,0.56875,0,0,0,113189,1.0,1.0
main,verified_inheritance_capsule,7351,160,100,1,100,1,1,0,558.9,620.1875,653.15625,1153,1.0,0.94270833,0.94791667,0,22,41,0.0,0.275,0.25625,23,23,1,104505,1.0,1.0
main,capsule_conflict_aware,7351,160,100,1,100,1,1,0,564.0,620.075,656.2125,1185,1.0,0.97916667,0.96354167,0,19,42,0.0,0.2375,0.2625,25,23,1,104994,1.0,1.0
pressure_disabled_null,continuous_full_history,7351,160,161,0,,1,1,1,1299.7,2344.3625,4457.68125,8689,1.0,1.0,0.98958333,0,0,28,0.0,0.0,0.175,0,0,0,713229,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7351,160,100,1,100,1,1,0,558.9,613.6625,655.60625,1185,1.0,1.0,0.97916667,0,0,28,0.0,0.0,0.175,22,22,1,104897,1.0,1.0
main,continuous_full_history,7352,160,40,1,40,0,0,0,1348.1,2401.825,4481.45625,8599,0.80208333,0.59375,0.38020833,11,51,131,0.275,0.6375,0.81875,0,0,0,717033,0.1666666667,0.0
main,ordinary_summary_reset,7352,160,161,0,,1,1,1,719.1,717.825,711.20625,1173,0.90625,0.93229167,0.8984375,11,23,68,0.275,0.2875,0.425,0,0,0,113793,1.0,1.0
main,verified_inheritance_capsule,7352,160,20,1,20,0,0,0,612.45,630.85,659.53125,1187,0.76041667,0.84895833,0.84114583,20,32,82,0.5,0.4,0.5125,43,25,16,105525,1.0,1.0
main,capsule_conflict_aware,7352,160,20,1,20,0,0,0,607.25,639.475,665.35625,1174,0.72916667,0.84375,0.85416667,20,32,77,0.5,0.4,0.48125,39,22,15,106457,1.0,1.0
pressure_disabled_null,continuous_full_history,7352,160,161,0,,1,1,1,1348.1,2401.825,4481.45625,8599,0.92708333,0.92708333,0.94791667,15,29,41,0.375,0.3625,0.25625,0,0,0,717033,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7352,160,20,1,20,0,0,0,606.6,652.3,665.33125,1163,0.73958333,0.83333333,0.82552083,35,49,107,0.875,0.6125,0.66875,41,23,16,106453,1.0,1.0
main,continuous_full_history,7353,160,20,1,20,0,0,0,1338.1,2399.9625,4500.20625,8665,0.67708333,0.44270833,0.39322917,33,73,153,0.825,0.9125,0.95625,0,0,0,720033,0.3333333333,0.0
main,ordinary_summary_reset,7353,160,60,1,60,1,0,0,724.1,720.9625,716.20625,1193,0.90625,0.80729167,0.83854167,30,50,105,0.75,0.625,0.65625,0,0,0,114593,1.0,1.0
main,verified_inheritance_capsule,7353,160,80,1,80,1,0,0,599.5,642.8625,659.58125,1187,0.9375,0.95833333,0.9296875,13,13,52,0.325,0.1625,0.325,28,23,4,105533,1.0,1.0
main,capsule_conflict_aware,7353,160,80,1,80,1,0,0,577.6,628.5625,651.5625,1191,1.0,0.98958333,0.94270833,0,0,39,0.0,0.0,0.24375,26,23,4,104250,1.0,1.0
pressure_disabled_null,continuous_full_history,7353,160,161,0,,1,1,1,1338.1,2399.9625,4500.20625,8665,1.0,0.98958333,0.984375,0,12,32,0.0,0.15,0.2,0,0,0,720033,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7353,160,80,1,80,1,0,0,592.3,640.6125,658.19375,1159,1.0,0.97916667,0.9609375,0,12,52,0.0,0.15,0.325,28,23,5,105311,1.0,1.0
main,continuous_full_history,7354,160,40,1,40,0,0,0,1343.975,2390.525,4483.0,8635,0.90625,0.61458333,0.44010417,9,49,129,0.225,0.6125,0.80625,0,0,0,717280,0.3333333333,0.0
main,ordinary_summary_reset,7354,160,60,1,60,1,0,0,719.975,714.025,711.5,1173,0.96875,0.86979167,0.90885417,9,29,52,0.225,0.3625,0.325,0,0,0,113840,1.0,1.0
main,verified_inheritance_capsule,7354,160,161,0,,1,1,1,588.175,632.325,660.45,1148,1.0,1.0,0.97395833,0,0,25,0.0,0.0,0.15625,23,21,0,105672,1.0,1.0
main,capsule_conflict_aware,7354,160,161,0,,1,1,1,574.2,621.0375,651.00625,1137,1.0,1.0,1.0,0,1,6,0.0,0.0125,0.0375,23,21,0,104161,1.0,1.0
pressure_disabled_null,continuous_full_history,7354,160,161,0,,1,1,1,1343.975,2390.525,4483.0,8635,1.0,1.0,0.9921875,5,5,24,0.125,0.0625,0.15,0,0,0,717280,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7354,160,161,0,,1,1,1,590.425,633.45,659.325,1139,1.0,1.0,0.9765625,5,5,45,0.125,0.0625,0.28125,23,21,0,105492,1.0,1.0
main,continuous_full_history,7355,160,20,1,20,0,0,0,1333.775,2371.4125,4446.33125,8589,0.90625,0.640625,0.46875,24,64,144,0.6,0.8,0.9,0,0,0,711413,0.3333333333,0.0
main,ordinary_summary_reset,7355,160,40,1,40,0,0,0,709.775,704.9125,711.08125,1163,0.97916667,0.86458333,0.8984375,22,62,97,0.55,0.775,0.60625,0,0,0,113773,1.0,1.0
main,verified_inheritance_capsule,7355,160,161,0,,1,1,1,577.975,624.5625,652.54375,1155,1.0,0.98958333,0.9609375,0,5,42,0.0,0.0625,0.2625,25,23,0,104407,1.0,1.0
main,capsule_conflict_aware,7355,160,161,0,,1,1,1,564.375,614.9625,644.11875,1115,1.0,1.0,1.0,0,0,1,0.0,0.0,0.00625,22,21,0,103059,1.0,1.0
pressure_disabled_null,continuous_full_history,7355,160,161,0,,1,1,1,1333.775,2371.4125,4446.33125,8589,1.0,0.92708333,0.96354167,0,26,30,0.0,0.325,0.1875,0,0,0,711413,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7355,160,161,0,,1,1,1,577.975,622.8125,655.90625,1147,1.0,0.92708333,0.96354167,0,26,50,0.0,0.325,0.3125,23,22,0,104945,1.0,1.0
main,continuous_full_history,7356,160,20,1,20,0,0,0,1336.275,2387.2125,4475.8375,8659,0.64583333,0.44270833,0.328125,27,67,147,0.675,0.8375,0.91875,0,0,0,716134,0.3333333333,0.1666666667
main,ordinary_summary_reset,7356,160,80,1,80,1,0,0,702.275,705.7125,708.0875,1183,0.92708333,0.9375,0.88541667,21,34,89,0.525,0.425,0.55625,0,0,0,113294,1.0,1.0
main,verified_inheritance_capsule,7356,160,60,1,60,1,0,0,573.175,631.8125,657.025,1147,0.96875,0.86979167,0.91927083,7,27,44,0.175,0.3375,0.275,27,22,4,105124,1.0,1.0
main,capsule_conflict_aware,7356,160,60,1,60,1,0,0,580.675,628.475,647.075,1151,1.0,0.86458333,0.91666667,0,20,39,0.0,0.25,0.24375,34,22,10,103532,1.0,1.0
pressure_disabled_null,continuous_full_history,7356,160,161,0,,1,1,1,1336.275,2387.2125,4475.8375,8659,1.0,1.0,0.97395833,0,0,34,0.0,0.0,0.2125,0,0,0,716134,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7356,160,60,1,60,1,0,0,570.475,625.9625,655.45,1183,1.0,0.90625,0.92708333,0,20,56,0.0,0.25,0.35,27,22,4,104872,1.0,1.0
main,continuous_full_history,7357,160,40,1,40,0,0,0,1331.775,2382.6125,4490.85625,8685,0.97916667,0.73958333,0.66145833,1,41,121,0.025,0.5125,0.75625,0,0,0,718537,0.5833333333,0.0
main,ordinary_summary_reset,7357,160,160,1,160,1,1,0,702.775,706.1125,708.10625,1203,0.97916667,0.93229167,0.9609375,8,32,47,0.2,0.4,0.29375,0,0,0,113297,0.8333333333,0.8333333333
main,verified_inheritance_capsule,7357,160,60,1,60,1,0,0,570.975,634.5125,657.85625,1185,1.0,0.93229167,0.96614583,0,24,39,0.0,0.3,0.24375,22,22,1,105257,1.0,1.0
main,capsule_conflict_aware,7357,160,161,0,,1,1,1,561.05,617.8375,641.76875,1162,1.0,0.97916667,0.98958333,0,10,11,0.0,0.125,0.06875,22,22,0,102683,1.0,1.0
pressure_disabled_null,continuous_full_history,7357,160,161,0,,1,1,1,1331.775,2382.6125,4490.85625,8685,1.0,1.0,1.0,3,12,12,0.075,0.15,0.075,0,0,0,718537,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7357,160,60,1,60,1,0,0,571.425,630.4625,654.48125,1169,1.0,0.98958333,0.99479167,3,12,12,0.075,0.15,0.075,22,22,1,104717,1.0,1.0
main,continuous_full_history,7358,160,20,1,20,0,0,0,1336.1,2374.4375,4463.65625,8639,0.61458333,0.53645833,0.37760417,36,76,156,0.9,0.95,0.975,0,0,0,714185,0.25,0.1666666667
main,ordinary_summary_reset,7358,160,20,1,20,0,0,0,717.1,712.9375,712.15625,1183,0.83333333,0.88020833,0.9140625,36,56,99,0.9,0.7,0.61875,0,0,0,113945,1.0,1.0
main,verified_inheritance_capsule,7358,160,100,1,100,1,1,0,593.85,635.5125,657.08125,1163,0.88541667,0.94270833,0.94791667,29,29,49,0.725,0.3625,0.30625,24,22,3,105133,1.0,1.0
main,capsule_conflict_aware,7358,160,100,1,100,1,1,0,572.475,621.025,645.55,1122,1.0,1.0,0.97395833,0,0,20,0.0,0.0,0.125,23,21,2,103288,1.0,1.0
pressure_disabled_null,continuous_full_history,7358,160,161,0,,1,1,1,1336.1,2374.4375,4463.65625,8639,1.0,1.0,0.98958333,0,2,15,0.0,0.025,0.09375,0,0,0,714185,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7358,160,100,1,100,1,1,0,585.3,632.1375,656.63125,1147,1.0,1.0,0.9609375,0,2,35,0.0,0.025,0.21875,24,22,3,105061,1.0,1.0
main,continuous_full_history,7359,160,60,1,60,1,0,0,1342.6,2397.675,4491.9125,8665,1.0,0.86458333,0.62239583,0,29,109,0.0,0.3625,0.68125,0,0,0,718706,0.25,0.0
main,ordinary_summary_reset,7359,160,80,1,80,1,0,0,713.6,713.675,712.9125,1193,1.0,1.0,0.99479167,0,1,21,0.0,0.0125,0.13125,0,0,0,114066,1.0,1.0
main,verified_inheritance_capsule,7359,160,161,0,,1,1,1,581.8,626.175,655.375,1188,1.0,0.98958333,0.9921875,0,9,19,0.0,0.1125,0.11875,23,22,0,104860,1.0,1.0
main,capsule_conflict_aware,7359,160,161,0,,1,1,1,578.075,624.2625,641.425,1181,1.0,0.97916667,0.98958333,0,11,16,0.0,0.1375,0.1,24,23,0,102628,1.0,1.0
pressure_disabled_null,continuous_full_history,7359,160,161,0,,1,1,1,1342.6,2397.675,4491.9125,8665,0.96875,0.984375,0.9921875,6,6,6,0.15,0.075,0.0375,0,0,0,718706,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7359,160,161,0,,1,1,1,583.6,632.875,657.4875,1159,0.96875,0.984375,0.9921875,6,6,7,0.15,0.075,0.04375,22,21,0,105198,1.0,1.0
main,continuous_full_history,7360,160,40,1,40,0,0,0,1355.85,2403.9,4469.00625,8555,0.875,0.67708333,0.51822917,15,55,135,0.375,0.6875,0.84375,0,0,0,715041,0.4166666667,0.1666666667
main,ordinary_summary_reset,7360,160,20,1,20,0,0,0,711.85,712.4,706.25625,1186,0.875,0.88541667,0.88541667,20,40,107,0.5,0.5,0.66875,0,0,0,113001,1.0,1.0
main,verified_inheritance_capsule,7360,160,100,1,100,1,1,0,587.25,629.175,653.73125,1155,0.92708333,0.92708333,0.88802083,15,25,76,0.375,0.3125,0.475,30,23,8,104597,1.0,1.0
main,capsule_conflict_aware,7360,160,100,1,100,1,1,0,565.4,621.25,649.0875,1141,1.0,1.0,0.94270833,0,0,40,0.0,0.0,0.25,25,21,5,103854,1.0,1.0
pressure_disabled_null,continuous_full_history,7360,160,161,0,,1,1,1,1355.85,2403.9,4469.00625,8555,0.95833333,0.97916667,0.984375,7,7,14,0.175,0.0875,0.0875,0,0,0,715041,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7360,160,100,1,100,1,1,0,574.75,628.05,649.14375,1197,0.95833333,0.97916667,0.93489583,7,7,34,0.175,0.0875,0.2125,31,24,8,103863,1.0,1.0
main,continuous_full_history,7361,160,40,1,40,0,0,0,1342.775,2390.3625,4490.8125,8672,0.90625,0.609375,0.39583333,9,49,129,0.225,0.6125,0.80625,0,0,0,718530,0.0833333333,0.0
main,ordinary_summary_reset,7361,160,40,1,40,0,0,0,718.775,713.8625,713.0625,1186,0.95833333,0.8125,0.8359375,9,49,103,0.225,0.6125,0.64375,0,0,0,114090,1.0,1.0
main,verified_inheritance_capsule,7361,160,60,1,60,1,0,0,586.975,635.9375,657.65,1175,1.0,0.92708333,0.9453125,0,20,43,0.0,0.25,0.26875,24,22,3,105224,1.0,1.0
main,capsule_conflict_aware,7361,160,60,1,60,1,0,0,570.3,624.0125,652.86875,1149,1.0,0.90625,0.9453125,0,20,29,0.0,0.25,0.18125,23,21,3,104459,1.0,1.0
pressure_disabled_null,continuous_full_history,7361,160,161,0,,1,1,1,1342.775,2390.3625,4490.8125,8672,1.0,1.0,0.98697917,0,0,26,0.0,0.0,0.1625,0,0,0,718530,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7361,160,60,1,60,1,0,0,586.975,642.2375,655.0875,1193,1.0,0.890625,0.93229167,0,20,46,0.0,0.25,0.2875,25,23,3,104814,1.0,1.0
main,continuous_full_history,7362,160,40,1,40,0,0,0,1381.8,2430.95,4549.30625,8755,0.95833333,0.796875,0.5078125,6,46,126,0.15,0.575,0.7875,0,0,0,727889,0.1666666667,0.0
main,ordinary_summary_reset,7362,160,80,1,80,1,0,0,747.8,719.45,716.55625,1213,1.0,0.98958333,0.97916667,0,0,23,0.0,0.0,0.14375,0,0,0,114649,1.0,1.0
main,verified_inheritance_capsule,7362,160,161,0,,1,1,1,618.7,641.8,663.39375,1179,0.91666667,0.95833333,0.97916667,20,20,23,0.5,0.25,0.14375,21,20,0,106143,1.0,1.0
main,capsule_conflict_aware,7362,160,161,0,,1,1,1,590.775,624.425,651.925,1155,0.89583333,0.94791667,0.97135417,20,20,28,0.5,0.25,0.175,22,20,0,104308,1.0,1.0
pressure_disabled_null,continuous_full_history,7362,160,161,0,,1,1,1,1381.8,2430.95,4549.30625,8755,1.0,0.97395833,0.98697917,0,25,25,0.0,0.3125,0.15625,0,0,0,727889,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7362,160,161,0,,1,1,1,623.65,649.45,665.86875,1197,0.86458333,0.90625,0.953125,20,46,46,0.5,0.575,0.2875,21,20,0,106539,1.0,1.0
main,continuous_full_history,7363,160,20,1,20,0,0,0,1351.1,2400.35,4501.84375,8719,0.67708333,0.40104167,0.30729167,21,61,141,0.525,0.7625,0.88125,0,0,0,720295,0.25,0.0
main,ordinary_summary_reset,7363,160,20,1,20,0,0,0,722.1,718.85,715.34375,1193,0.6875,0.78125,0.88802083,21,44,50,0.525,0.55,0.3125,0,0,0,114455,1.0,1.0
main,verified_inheritance_capsule,7363,160,140,1,140,1,1,0,597.95,637.2,656.46875,1159,0.95833333,0.97395833,0.97916667,11,24,27,0.275,0.3,0.16875,25,24,1,105035,1.0,1.0
main,capsule_conflict_aware,7363,160,140,1,140,1,1,0,581.9,624.8875,647.8875,1135,0.91666667,0.95833333,0.97135417,24,28,36,0.6,0.35,0.225,23,22,1,103662,1.0,1.0
pressure_disabled_null,continuous_full_history,7363,160,161,0,,1,1,1,1351.1,2400.35,4501.84375,8719,0.8125,0.90625,0.953125,17,17,19,0.425,0.2125,0.11875,0,0,0,720295,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7363,160,140,1,140,1,1,0,582.3,633.15,658.24375,1159,0.8125,0.90625,0.9453125,17,17,20,0.425,0.2125,0.125,24,23,1,105319,1.0,1.0
main,continuous_full_history,7364,160,40,1,40,0,0,0,1332.55,2366.1,4466.7375,8662,0.96875,0.69791667,0.47916667,14,54,134,0.35,0.675,0.8375,0,0,0,714678,0.3333333333,0.0
main,ordinary_summary_reset,7364,160,40,1,40,0,0,0,708.55,704.6,711.4875,1183,0.9375,0.95833333,0.9609375,28,52,93,0.7,0.65,0.58125,0,0,0,113838,1.0,1.0
main,verified_inheritance_capsule,7364,160,40,1,40,0,0,0,581.7,620.425,654.725,1175,0.9375,0.86979167,0.92447917,14,38,49,0.35,0.475,0.30625,27,23,5,104756,1.0,1.0
main,capsule_conflict_aware,7364,160,40,1,40,0,0,0,569.35,615.575,645.14375,1143,0.97916667,0.91666667,0.94791667,0,20,30,0.0,0.25,0.1875,24,21,3,103223,1.0,1.0
pressure_disabled_null,continuous_full_history,7364,160,161,0,,1,1,1,1332.55,2366.1,4466.7375,8662,1.0,1.0,0.9921875,0,0,12,0.0,0.0,0.075,0,0,0,714678,1.0,1.0
pressure_disabled_null,verified_inheritance_capsule,7364,160,40,1,40,0,0,0,576.75,618.625,653.4875,1157,0.97916667,0.9375,0.9609375,0,20,32,0.0,0.25,0.2,27,23,5,104558,1.0,1.0
main,continuous_full_history,7365,160,20,1,20,0,0,0,1307.925,2338.4375,4429.1875,8572,0.69791667,0.51041667,0.45052083,29,69,149,0.725,0.8625,0.93125,0,0,0,708670,0.4166666667,0.1666666667
main,ordinary_summary_reset,7365,160,161,0,,1,1,1,693.925,696.9375,702.6875,1169,0.88541667,0.83854167,0.91927083,17,47,64,0.425,0.5875,0.4,0,0,0,112430,1.0,1.0
main,verified_inheritance_capsule,7365,160,60,1,60,1,0,0,568.875,630.7125,656.5,1177,0.97916667,0.88541667,0.8828125,9,41,61,0.225,0.5125,0.38125,36,22,14,105040,1.0,1.0
