run_family,mode,schedule,seed,crack_initiation_cycle,origin_event_id,origin_target,origin_amplitude,peak_cycle,max_crack_load,crack_burden,longest_active_span,repair_half_life_cycles,first_failure_cycle,cycles_from_crack_to_failure,dominant_nodes
primary,persistent_history,randomized,707,3,s707-e14,risk_tolerance,low,20,9,97,18,,5,2,dependency:risk_tolerance|dependency:history_overflow|signal:unsafe_attempt|dependency:latency_floor|signal:new_contradiction
primary,persistent_history,randomized,808,5,s808-e02,handoff_depth,medium,19,6,49,16,,10,5,dependency:history_overflow|dependency:handoff_depth|signal:unsafe_attempt|signal:new_contradiction|dependency:risk_tolerance
primary,persistent_history,randomized,909,1,s909-e13,latency_floor,high,15,8,78,20,3,1,0,signal:unsafe_attempt|dependency:history_overflow|dependency:memory_horizon|signal:new_contradiction|dependency:retry_demand
primary,persistent_history,randomized,1010,4,s1010-e16,token_capacity,high,20,9,97,17,,4,0,dependency:history_overflow|dependency:token_capacity|signal:unsafe_attempt|dependency:memory_horizon|signal:new_contradiction
primary,persistent_history,randomized,1111,2,s1111-e15,memory_horizon,low,15,10,109,19,,2,0,signal:unsafe_attempt|dependency:history_overflow|dependency:memory_horizon|signal:new_contradiction|dependency:token_capacity
primary,persistent_history,randomized,1212,1,s1212-e01,retry_demand,high,20,8,66,20,,3,2,signal:unsafe_attempt|dependency:history_overflow|signal:new_contradiction|dependency:latency_floor|dependency:token_capacity
primary,persistent_history,randomized,1313,5,s1313-e03,memory_horizon,high,15,8,67,16,,10,5,dependency:history_overflow|dependency:token_capacity|signal:unsafe_attempt|signal:new_contradiction|dependency:handoff_depth
primary,persistent_history,randomized,1414,6,s1414-e11,latency_floor,high,15,10,90,15,,7,1,dependency:history_overflow|signal:unsafe_attempt|dependency:retry_demand|signal:new_contradiction|dependency:handoff_depth
primary,persistent_history,randomized,1515,4,s1515-e00,latency_floor,high,15,10,86,17,3,4,0,signal:unsafe_attempt|dependency:history_overflow|dependency:handoff_depth|dependency:latency_floor|dependency:risk_tolerance
primary,persistent_history,randomized,1616,5,s1616-e14,memory_horizon,high,20,9,63,16,,8,3,dependency:history_overflow|signal:unsafe_attempt|dependency:memory_horizon|signal:new_contradiction|dependency:risk_tolerance
primary,persistent_history,randomized,1717,5,s1717-e12,handoff_depth,high,20,8,61,16,,8,3,dependency:history_overflow|dependency:latency_floor|signal:new_contradiction|signal:unsafe_attempt|dependency:token_capacity
primary,persistent_history,randomized,1818,5,s1818-e15,token_capacity,high,15,6,55,16,2,10,5,dependency:history_overflow|dependency:token_capacity|dependency:handoff_depth|signal:new_contradiction|signal:unsafe_attempt
primary,persistent_history,randomized,1919,5,s1919-e12,token_capacity,high,15,10,108,16,,5,0,dependency:history_overflow|dependency:token_capacity|signal:unsafe_attempt|signal:new_contradiction|dependency:memory_horizon
primary,persistent_history,randomized,2020,3,s2020-e00,memory_horizon,high,18,8,61,18,,3,0,dependency:history_overflow|dependency:latency_floor|dependency:memory_horizon|signal:new_contradiction|signal:unsafe_attempt
primary,persistent_history,randomized,2121,2,s2121-e13,risk_tolerance,high,20,8,92,19,,5,3,dependency:risk_tolerance|dependency:history_overflow|signal:new_contradiction|signal:unsafe_attempt|dependency:memory_horizon
primary,persistent_history,randomized,2222,1,s2222-e12,retry_demand,medium,20,10,81,20,,7,6,dependency:history_overflow|dependency:memory_horizon|signal:unsafe_attempt|dependency:risk_tolerance|dependency:handoff_depth
primary,persistent_history,randomized,2323,5,s2323-e10,memory_horizon,low,20,10,68,16,,8,3,dependency:history_overflow|dependency:memory_horizon|signal:unsafe_attempt|dependency:risk_tolerance|signal:new_contradiction
primary,persistent_history,randomized,2424,2,s2424-e17,token_capacity,high,20,9,65,19,,2,0,dependency:history_overflow|signal:unsafe_attempt|dependency:retry_demand|dependency:token_capacity|signal:new_contradiction
primary,persistent_history,randomized,2525,5,s2525-e13,handoff_depth,medium,20,8,80,16,,5,0,dependency:history_overflow|dependency:latency_floor|dependency:handoff_depth|signal:unsafe_attempt|signal:new_contradiction
primary,persistent_history,randomized,2626,4,s2626-e19,memory_horizon,high,17,8,78,17,,5,1,dependency:history_overflow|signal:unsafe_attempt|dependency:risk_tolerance|signal:new_contradiction|dependency:latency_floor
primary,prose_summary,alternating,101,3,s101-e04,handoff_depth,medium,5,6,53,12,1,3,0,signal:unsafe_attempt|signal:new_contradiction|dependency:handoff_depth|dependency:retry_demand|dependency:memory_horizon
primary,prose_summary,alternating,202,1,s202-e01,retry_demand,high,5,8,77,10,5,3,2,signal:unsafe_attempt|signal:new_contradiction|invariant:receipt_outlives_memory|dependency:risk_tolerance|dependency:handoff_depth
primary,prose_summary,alternating,303,2,s303-e00,retry_demand,low,20,7,50,10,,2,0,signal:unsafe_attempt|invariant:receipt_covers_checkpoint_span|dependency:handoff_depth|signal:new_contradiction|invariant:receipt_outlives_memory
primary,prose_summary,alternating,404,4,s404-e07,risk_tolerance,low,20,6,48,14,,5,1,signal:unsafe_attempt|dependency:handoff_depth|signal:new_contradiction|dependency:token_capacity|dependency:latency_floor
primary,prose_summary,alternating,505,3,s505-e00,token_capacity,medium,13,5,33,8,2,3,0,signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:risk_tolerance|dependency:latency_floor
primary,prose_summary,alternating,606,4,s606-e05,memory_horizon,low,17,8,62,14,3,4,0,signal:unsafe_attempt|signal:new_contradiction|dependency:memory_horizon|dependency:token_capacity|dependency:risk_tolerance
primary,prose_summary,alternating,707,1,s707-e02,token_capacity,high,7,6,67,20,1,1,0,signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:handoff_depth|dependency:latency_floor
primary,prose_summary,alternating,808,1,s808-e04,token_capacity,high,3,6,43,20,2,1,0,signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:retry_demand|dependency:memory_horizon
primary,prose_summary,alternating,909,1,s909-e00,memory_horizon,high,10,10,130,20,10,5,4,dependency:token_capacity|invariant:receipt_outlives_memory|signal:unsafe_attempt|dependency:risk_tolerance|signal:new_contradiction
primary,prose_summary,alternating,1010,1,s1010-e02,latency_floor,high,9,8,72,10,1,1,0,signal:unsafe_attempt|signal:new_contradiction|dependency:latency_floor|invariant:receipt_outlives_memory|dependency:token_capacity
primary,prose_summary,alternating,1111,4,s1111-e02,handoff_depth,low,9,5,30,5,1,5,1,signal:unsafe_attempt|signal:new_contradiction|invariant:receipt_outlives_memory|invariant:receipt_covers_checkpoint_span|dependency:risk_tolerance
primary,prose_summary,alternating,1212,2,s1212-e02,token_capacity,low,15,7,56,12,5,5,3,signal:new_contradiction|signal:unsafe_attempt|dependency:risk_tolerance|dependency:token_capacity|dependency:memory_horizon
primary,prose_summary,alternating,1313,1,s1313-e03,memory_horizon,high,15,10,101,20,3,3,2,signal:unsafe_attempt|dependency:risk_tolerance|dependency:handoff_depth|signal:new_contradiction|dependency:retry_demand
primary,prose_summary,alternating,1414,1,s1414-e01,risk_tolerance,high,13,6,54,11,2,5,4,signal:unsafe_attempt|signal:new_contradiction|dependency:latency_floor|dependency:handoff_depth|dependency:retry_demand
primary,prose_summary,alternating,1515,3,s1515-e01,token_capacity,medium,15,7,60,18,5,3,0,signal:unsafe_attempt|signal:new_contradiction|invariant:checkpoint_within_handoff_window|dependency:token_capacity|dependency:retry_demand
primary,prose_summary,alternating,1616,1,s1616-e00,handoff_depth,high,9,6,71,20,6,5,4,signal:unsafe_attempt|signal:new_contradiction|dependency:retry_demand|invariant:receipt_outlives_memory|dependency:memory_horizon
primary,prose_summary,alternating,1717,5,s1717-e09,latency_floor,high,16,8,66,11,,5,0,signal:unsafe_attempt|dependency:handoff_depth|dependency:risk_tolerance|dependency:retry_demand|signal:new_contradiction
primary,prose_summary,alternating,1818,1,s1818-e01,token_capacity,high,1,3,27,9,1,1,0,signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:memory_horizon|invariant:evidence_fits_token_budget
primary,prose_summary,alternating,1919,2,s1919-e00,memory_horizon,low,20,10,92,12,,2,0,signal:unsafe_attempt|dependency:latency_floor|dependency:memory_horizon|dependency:retry_demand|signal:new_contradiction
primary,prose_summary,alternating,2020,2,s2020-e02,memory_horizon,low,10,6,52,12,4,2,0,signal:unsafe_attempt|signal:new_contradiction|dependency:handoff_depth|dependency:risk_tolerance|dependency:retry_demand
primary,prose_summary,alternating,2121,1,s2121-e00,memory_horizon,high,20,10,113,20,,5,4,dependency:handoff_depth|signal:unsafe_attempt|dependency:token_capacity|dependency:risk_tolerance|signal:new_contradiction
primary,prose_summary,alternating,2222,2,s2222-e03,retry_demand,low,13,8,70,19,2,5,3,dependency:retry_demand|dependency:memory_horizon|signal:unsafe_attempt|signal:new_contradiction|dependency:latency_floor
primary,prose_summary,alternating,2323,3,s2323-e01,latency_floor,medium,13,8,82,18,2,3,0,signal:unsafe_attempt|invariant:receipt_outlives_memory|dependency:latency_floor|signal:new_contradiction|dependency:handoff_depth
primary,prose_summary,alternating,2424,2,s2424-e00,latency_floor,low,9,5,47,19,1,5,3,signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:latency_floor|dependency:handoff_depth
primary,prose_summary,alternating,2525,1,s2525-e01,memory_horizon,high,16,10,118,20,4,1,0,signal:unsafe_attempt|dependency:memory_horizon|invariant:receipt_outlives_memory|signal:new_contradiction|dependency:retry_demand
primary,prose_summary,alternating,2626,3,s2626-e08,token_capacity,medium,15,6,61,18,2,3,0,signal:unsafe_attempt|dependency:token_capacity|signal:new_contradiction|dependency:handoff_depth|dependency:memory_horizon
primary,prose_summary,high_to_low,101,2,s101-e03,memory_horizon,high,8,7,51,9,2,2,0,signal:unsafe_attempt|signal:new_contradiction|dependency:latency_floor|dependency:token_capacity|invariant:timeout_covers_retry_window
primary,prose_summary,high_to_low,202,1,s202-e01,retry_demand,high,4,7,71,11,6,4,3,signal:unsafe_attempt|signal:new_contradiction|dependency:risk_tolerance|dependency:latency_floor|dependency:retry_demand
primary,prose_summary,high_to_low,303,2,s303-e02,memory_horizon,high,7,7,46,9,1,2,0,signal:unsafe_attempt|invariant:receipt_covers_checkpoint_span|invariant:receipt_outlives_memory|signal:new_contradiction|dependency:memory_horizon
primary,prose_summary,high_to_low,404,2,s404-e03,handoff_depth,high,20,7,49,19,,2,0,signal:unsafe_attempt|dependency:handoff_depth|signal:new_contradiction|dependency:latency_floor|invariant:checkpoint_within_handoff_window
primary,prose_summary,high_to_low,505,2,s505-e03,latency_floor,high,9,8,45,7,1,2,0,signal:unsafe_attempt|dependency:latency_floor|signal:new_contradiction|dependency:handoff_depth|dependency:token_capacity
primary,prose_summary,high_to_low,606,2,s606-e02,retry_demand,high,15,8,82,19,2,3,1,signal:unsafe_attempt|signal:new_contradiction|dependency:handoff_depth|dependency:token_capacity|dependency:retry_demand
primary,prose_summary,high_to_low,707,1,s707-e02,token_capacity,high,9,5,62,13,1,1,0,signal:unsafe_attempt|signal:new_contradiction|dependency:handoff_depth|dependency:memory_horizon|dependency:latency_floor
primary,prose_summary,high_to_low,808,1,s808-e04,token_capacity,high,18,7,62,10,2,1,0,signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:retry_demand|invariant:checkpoint_within_handoff_window
primary,prose_summary,high_to_low,909,1,s909-e00,memory_horizon,high,5,9,121,20,15,2,1,dependency:token_capacity|signal:unsafe_attempt|dependency:risk_tolerance|dependency:retry_demand|dependency:handoff_depth
primary,prose_summary,high_to_low,1010,1,s1010-e02,latency_floor,high,3,6,85,20,6,1,0,signal:unsafe_attempt|dependency:latency_floor|signal:new_contradiction|dependency:retry_demand|dependency:token_capacity
primary,prose_summary,high_to_low,1111,3,s1111-e06,token_capacity,high,4,4,32,8,1,3,0,signal:unsafe_attempt|dependency:token_capacity|signal:new_contradiction|dependency:latency_floor|invariant:timeout_covers_retry_window
primary,prose_summary,high_to_low,1212,2,s1212-e03,latency_floor,high,15,7,56,14,4,2,0,signal:unsafe_attempt|signal:new_contradiction|dependency:latency_floor|dependency:token_capacity|dependency:retry_demand
primary,prose_summary,high_to_low,1313,1,s1313-e03,memory_horizon,high,10,12,141,20,8,3,2,dependency:latency_floor|signal:unsafe_attempt|dependency:handoff_depth|dependency:risk_tolerance|invariant:receipt_covers_checkpoint_span
primary,prose_summary,high_to_low,1414,1,s1414-e01,risk_tolerance,high,2,8,60,19,3,2,1,signal:unsafe_attempt|signal:new_contradiction|dependency:latency_floor|dependency:retry_demand|dependency:token_capacity
primary,prose_summary,high_to_low,1515,2,s1515-e05,risk_tolerance,high,18,6,51,19,2,4,2,signal:new_contradiction|signal:unsafe_attempt|dependency:retry_demand|dependency:token_capacity|dependency:latency_floor
primary,prose_summary,high_to_low,1616,1,s1616-e00,handoff_depth,high,14,6,48,19,1,5,4,signal:unsafe_attempt|signal:new_contradiction|dependency:retry_demand|dependency:memory_horizon|dependency:handoff_depth
primary,prose_summary,high_to_low,1717,2,s1717-e09,latency_floor,high,18,7,72,19,,2,0,signal:unsafe_attempt|dependency:latency_floor|dependency:token_capacity|signal:new_contradiction|dependency:handoff_depth
primary,prose_summary,high_to_low,1818,1,s1818-e01,token_capacity,high,4,5,29,5,1,1,0,signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:risk_tolerance|dependency:memory_horizon
primary,prose_summary,high_to_low,1919,3,s1919-e08,latency_floor,high,10,10,99,18,3,3,0,signal:unsafe_attempt|dependency:token_capacity|invariant:evidence_fits_token_budget|invariant:token_budget_covers_handoffs|signal:new_contradiction
primary,prose_summary,high_to_low,2020,3,s2020-e11,handoff_depth,high,14,6,39,6,1,3,0,signal:new_contradiction|dependency:risk_tolerance|signal:unsafe_attempt|dependency:latency_floor|invariant:evidence_fits_token_budget
primary,prose_summary,high_to_low,2121,1,s2121-e00,memory_horizon,high,20,9,108,20,,2,1,dependency:risk_tolerance|dependency:handoff_depth|signal:unsafe_attempt|dependency:token_capacity|signal:new_contradiction
primary,prose_summary,high_to_low,2222,4,s2222-e09,handoff_depth,high,14,10,79,12,1,5,1,dependency:latency_floor|dependency:retry_demand|signal:unsafe_attempt|dependency:handoff_depth|signal:new_contradiction
primary,prose_summary,high_to_low,2323,3,s2323-e07,handoff_depth,high,10,9,90,13,5,3,0,signal:unsafe_attempt|dependency:latency_floor|dependency:handoff_depth|signal:new_contradiction|invariant:receipt_outlives_memory
primary,prose_summary,high_to_low,2424,3,s2424-e04,risk_tolerance,high,14,6,42,14,1,4,1,signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:risk_tolerance|dependency:latency_floor
primary,prose_summary,high_to_low,2525,1,s2525-e01,memory_horizon,high,15,8,86,20,3,1,0,signal:unsafe_attempt|dependency:memory_horizon|signal:new_contradiction|dependency:latency_floor|dependency:handoff_depth
primary,prose_summary,high_to_low,2626,3,s2626-e04,risk_tolerance,high,4,6,58,18,3,4,1,signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:risk_tolerance|dependency:handoff_depth
primary,prose_summary,low_to_high,101,5,s101-e11,risk_tolerance,low,8,6,41,6,2,5,0,signal:new_contradiction|signal:unsafe_attempt|dependency:token_capacity|dependency:handoff_depth|dependency:retry_demand
primary,prose_summary,low_to_high,202,2,s202-e05,token_capacity,low,7,5,48,8,3,6,4,signal:unsafe_attempt|dependency:token_capacity|signal:new_contradiction|dependency:memory_horizon|dependency:retry_demand
primary,prose_summary,low_to_high,303,2,s303-e06,token_capacity,low,20,7,38,14,,5,3,signal:unsafe_attempt|dependency:handoff_depth|signal:new_contradiction|dependency:memory_horizon|invariant:receipt_covers_checkpoint_span
primary,prose_summary,low_to_high,404,2,s404-e07,risk_tolerance,low,20,9,56,14,,5,3,signal:unsafe_attempt|dependency:token_capacity|dependency:latency_floor|signal:new_contradiction|dependency:handoff_depth
primary,prose_summary,low_to_high,505,5,s505-e11,latency_floor,low,17,5,28,7,3,5,0,dependency:latency_floor|signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:handoff_depth
primary,prose_summary,low_to_high,606,2,s606-e05,memory_horizon,low,18,10,68,12,2,2,0,signal:unsafe_attempt|signal:new_contradiction|dependency:risk_tolerance|dependency:token_capacity|dependency:latency_floor
primary,prose_summary,low_to_high,707,2,s707-e05,latency_floor,low,16,6,61,14,4,5,3,signal:new_contradiction|dependency:latency_floor|signal:unsafe_attempt|dependency:handoff_depth|dependency:token_capacity
primary,prose_summary,low_to_high,808,1,s808-e01,token_capacity,low,8,5,43,5,2,3,2,signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:retry_demand|invariant:timeout_covers_retry_window
primary,prose_summary,low_to_high,909,1,s909-e04,latency_floor,low,15,10,111,20,5,5,4,signal:unsafe_attempt|dependency:latency_floor|invariant:receipt_outlives_memory|dependency:memory_horizon|dependency:handoff_depth
primary,prose_summary,low_to_high,1010,1,s1010-e01,retry_demand,low,16,7,62,17,4,9,8,dependency:token_capacity|signal:unsafe_attempt|signal:new_contradiction|dependency:retry_demand|dependency:latency_floor
primary,prose_summary,low_to_high,1111,2,s1111-e02,handoff_depth,low,18,5,29,9,2,5,3,signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:memory_horizon|dependency:retry_demand
primary,prose_summary,low_to_high,1212,1,s1212-e02,token_capacity,low,18,8,57,11,2,5,4,dependency:token_capacity|signal:new_contradiction|signal:unsafe_attempt|dependency:risk_tolerance|dependency:latency_floor
primary,prose_summary,low_to_high,1313,3,s1313-e07,handoff_depth,low,16,11,112,18,,5,2,dependency:handoff_depth|dependency:retry_demand|dependency:token_capacity|signal:new_contradiction|dependency:risk_tolerance
primary,prose_summary,low_to_high,1414,3,s1414-e05,memory_horizon,low,17,6,45,12,3,5,2,signal:new_contradiction|signal:unsafe_attempt|dependency:handoff_depth|dependency:retry_demand|dependency:token_capacity
primary,prose_summary,low_to_high,1515,3,s1515-e08,latency_floor,low,19,5,43,14,1,4,1,signal:new_contradiction|signal:unsafe_attempt|dependency:retry_demand|dependency:memory_horizon|dependency:token_capacity
primary,prose_summary,low_to_high,1616,1,s1616-e02,risk_tolerance,low,14,7,53,12,1,5,4,dependency:retry_demand|signal:new_contradiction|dependency:memory_horizon|signal:unsafe_attempt|dependency:risk_tolerance
primary,prose_summary,low_to_high,1717,5,s1717-e11,handoff_depth,low,20,8,47,9,,5,0,signal:unsafe_attempt|dependency:token_capacity|signal:new_contradiction|dependency:handoff_depth|dependency:latency_floor
primary,prose_summary,low_to_high,1818,2,s1818-e04,latency_floor,low,14,4,40,16,4,5,3,signal:unsafe_attempt|invariant:receipt_outlives_memory|signal:new_contradiction|dependency:memory_horizon|dependency:token_capacity
primary,prose_summary,low_to_high,1919,4,s1919-e03,retry_demand,low,20,11,84,17,,4,0,signal:unsafe_attempt|dependency:risk_tolerance|dependency:retry_demand|signal:new_contradiction|invariant:receipt_outlives_memory
primary,prose_summary,low_to_high,2020,1,s2020-e02,memory_horizon,low,11,5,48,13,4,1,0,signal:unsafe_attempt|dependency:risk_tolerance|signal:new_contradiction|dependency:latency_floor|dependency:handoff_depth
primary,prose_summary,low_to_high,2121,1,s2121-e03,retry_demand,low,15,9,108,20,3,3,2,dependency:handoff_depth|signal:unsafe_attempt|signal:new_contradiction|dependency:token_capacity|dependency:memory_horizon
